messageTime,currGameStat,gameFlow
02:03:00,"In the top of the 6th inning, Kia Tigers’ fourth batter, Choi Hyung-woo, stepped up to the plate against Samsung Lions’ pitcher Kim Tae-hoon with two outs and runners on second base. The count started at no balls and no strikes, and the score was tied 4-4. Kia Tigers’ fifth batter, Oh Sun-woo, stepped up with runners on first and second and two outs in the sixth inning, facing Samsung Lions’ pitcher Kim Tae-hoon with a 0-0 count.","The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions rallied to take a 4-3 lead by the fourth inning. 오선우’s clutch hit in the fifth tied the game at 4-4, leading to a tense sixth inning. With two outs, Kia’s 김도영 doubled to put himself in scoring position, followed by an intentional walk to 최형우, loading the bases. Now, with runners on first and second and two outs, 오선우 is at the plate looking to break the deadlock against Samsung’s 김태훈. The game remains tightly contested as Kia pushes to capitalize on this critical opportunity."
02:03:30,"In the top of the 6th inning, with two outs and runners on first and second, the Samsung Lions coaching staff visited the mound to confer with pitcher Kim Tae-hoon while the Kia Tigers’ batter Oh Sun-woo awaited his turn at the plate. Kia Tigers’ batter Oh Sun-woo swung and missed on the first pitch, a 130 km/h forkball from Samsung Lions’ pitcher Kim Tae-hoon, with two outs and runners on first and second in the 6th inning. Kia Tigers’ batter Oh Sun-woo faced a 1-1 count after Samsung Lions’ pitcher Kim Tae-hoon threw a forkball for a ball in the sixth inning with two outs and runners on first and second.","The Kia Tigers opened the game with a strong two-run single from 윤도현, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s timely hit in the fifth inning evened the score at 4-4, setting the stage for a tense sixth inning. With two outs, 김도영’s double and an intentional walk to 최형우 loaded the bases for Kia, who now have runners on first and second. Currently, 오선우 is at the plate facing Samsung’s pitcher 김태훈, who has just thrown a forkball for a ball, bringing the count to 1-1. The game remains tightly contested as Kia looks to break the deadlock in this crucial moment."
02:04:00,"In the top of the 6th inning, Kia Tigers batter Oh Sun-woo faced a forkball from Samsung Lions pitcher Kim Tae-hoon, resulting in a ball and bringing the count to 2 balls and 1 strike with two outs and runners on first and second.","The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions rallied to take a 4-3 lead by the fourth inning. 오선우’s clutch hit in the fifth tied the game at 4-4, leading to a tense sixth inning. With two outs, 김도영’s double and an intentional walk to 최형우 loaded the bases for Kia, who now have runners on first and second. Currently, 오선우 is battling Samsung’s 김태훈, with the count at 2-1 after a forkball, as Kia looks to capitalize and break the deadlock. The game remains a tightly contested showdown with momentum hanging in the balance."
02:04:30,"In the top of the 6th inning, Kia Tigers batter Oh Sun-woo faced a forkball from Samsung Lions pitcher Kim Tae-hoon, resulting in a called strike that brought the count to 2 balls and 2 strikes with 2 outs.","The Kia Tigers opened the game with a strong two-run single from 윤도현, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s timely hit in the fifth inning evened the score at 4-4, setting the stage for a tense sixth inning. With two outs, 김도영’s double and an intentional walk to 최형우 loaded the bases for Kia, who now have runners on first and second. Currently, 오선우 is battling Samsung’s 김태훈 with a 2-2 count, trying to deliver a key hit to break the tie. The game remains tightly contested, with both teams vying for momentum in this crucial moment."
02:05:00,"In the top of the 6th inning, Kia Tigers batter Oh Sun-woo swung and missed on the fifth pitch, a 135 km/h forkball from Samsung Lions pitcher Kim Tae-hoon, with a full count of 2 balls and 3 strikes and two outs. Kia Tigers’ batter Oh Sun-woo struck out, recording the third out of the 6th inning against Samsung Lions’ pitcher Kim Tae-hoon.","The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions took the lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, leading to a tense sixth inning with Kia loading the bases after 김도영’s double and an intentional walk to 최형우. Currently at bat, 오선우 faced a full count but ultimately struck out swinging against 김태훈, ending the top of the sixth inning. The game remains deadlocked, with both teams battling fiercely for control as the contest progresses."
02:05:30,There's a TV commercial or a replay on.,"The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions took the lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, leading to a tense sixth inning with Kia loading the bases after 김도영’s double and an intentional walk to 최형우. Currently at bat, 오선우 faced a full count but ultimately struck out swinging against 김태훈, ending the top of the sixth inning. The game remains deadlocked, with both teams battling fiercely for control as the contest progresses."
02:06:00,There's a TV commercial or a replay on.,"The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions took the lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, leading to a tense sixth inning with Kia loading the bases after 김도영’s double and an intentional walk to 최형우. Currently at bat, 오선우 faced a full count but ultimately struck out swinging against 김태훈, ending the top of the sixth inning. The game remains deadlocked, with both teams battling fiercely for control as the contest progresses."
02:06:30,There's a TV commercial or a replay on.,"The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions took the lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, leading to a tense sixth inning with Kia loading the bases after 김도영’s double and an intentional walk to 최형우. Currently at bat, 오선우 faced a full count but ultimately struck out swinging against 김태훈, ending the top of the sixth inning. The game remains deadlocked, with both teams battling fiercely for control as the contest progresses."
02:07:00,There's a TV commercial or a replay on.,"The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions took the lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, leading to a tense sixth inning with Kia loading the bases after 김도영’s double and an intentional walk to 최형우. Currently at bat, 오선우 faced a full count but ultimately struck out swinging against 김태훈, ending the top of the sixth inning. The game remains deadlocked, with both teams battling fiercely for control as the contest progresses."
02:07:30,"In the top of the 6th inning, Samsung Lions’ fifth batter, Kim Young-woong, stepped up to the plate against Kia Tigers’ pitcher Neil with no balls or strikes and no runners on base. In the top of the 6th inning, the Kia Tigers, who are fielding, replaced their second baseman 윤도현 with 김규성 while the Samsung Lions continue batting with 김영웅 at the plate. Samsung Lions’ batter 김영웅 faced Kia Tigers’ pitcher 네일 and swung and missed on the first pitch, a 145 km/h cutter, resulting in a strike and a 0-1 count.","The game remains tightly contested as the Samsung Lions come to bat in the bottom of the sixth inning, tied 4-4 with the Kia Tigers. Earlier, Kia took an early lead with 윤도현’s two-run single, but Samsung rallied to lead 4-3 by the fourth inning before 오선우’s fifth-inning hit evened the score. The sixth inning saw Kia load the bases, but 오선우 struck out to end their threat. Now, with 김영웅 at the plate against Kia’s pitcher Neil, the Lions are looking to regain momentum as the Tigers make a defensive substitution, bringing in 김규성 at second base. The battle continues to intensify as both teams vie for the upper hand."
02:08:00,"In the top of the 6th inning, Samsung Lions batter Kim Young-woong faced Kia Tigers pitcher Neil and took a cutter pitch for ball two, bringing the count to 1-1 with no runners on base and no outs. Samsung Lions’ batter 김영웅 faced a 2-1 count as Kia Tigers’ pitcher 네일 delivered a 148 km/h two-seam fastball, resulting in ball three.","The game remains deadlocked at 4-4 as the Samsung Lions step up to bat in the bottom of the sixth inning. Earlier, Kia Tigers took an early lead with 윤도현’s two-run single, but Samsung responded with a strong rally to lead 4-3 by the fourth inning before 오선우’s fifth-inning hit tied the game. In the top of the sixth, Kia loaded the bases but failed to capitalize as 오선우 struck out to end the threat. Now, with 김영웅 at the plate against Kia’s pitcher Neil, the count has reached 3-1 after a mix of cutter and fastball pitches, and the Tigers have made a defensive substitution bringing in 김규성 at second base. The Lions are looking to seize momentum as the battle intensifies in this tightly contested matchup."
02:08:30,"In the top of the 6th inning, Samsung Lions batter Kim Young-woong took a 141 km/h changeup from Kia Tigers pitcher Neil and swung and missed for strike three, bringing the count to 2-2 with no runners on base and no outs.","The game remains tied at 4-4 as the Samsung Lions bat in the bottom of the sixth inning. Earlier, the Kia Tigers jumped ahead with 윤도현’s two-run single, but the Lions rallied to lead 4-3 by the fourth before 오선우’s fifth-inning hit evened the score. In the top of the sixth, Kia loaded the bases but failed to score, with 오선우 striking out to end the threat. Now, with 김영웅 at the plate against Kia’s Neil, the count reached 3-1 before Kim swung and missed a 141 km/h changeup, bringing the count to 2-2 and keeping the game finely balanced. The Lions are poised to capitalize on this opportunity as the Tigers adjust defensively."
